,symbol,momentum_ratio,time_frame,atr_length,wait_time,tp_deviation,sl_deviation,order_deviation,risk_reward,fifty,ma,counts,balance,strategy,profit,loss,win_rate,draw_down,score
0,BITCOIN,0.7,60,30,90,0.0,0.0,0.0,6,0,120,9,-1327.5460900000396,bbm,3066.83,-4494.38,0.22,3778.12,1.49
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,30,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,30,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,30,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,30,8,58.93949999998608,bbm,2981.93,-3022.99,0.5,2234.12,1.88
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,80,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,80,2,1688.074800000015,mbm,746.57,-1052.98,0.5,0.0,2.04
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,80,6,-141.90060000000835,bbm,1917.64,-2159.54,0.5,2159.54,1.88
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,80,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,120,1,846.5748999999961,mbm,746.57,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,120,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,120,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,1,0,120,8,75.27759999999273,bbm,2981.93,-3006.65,0.5,2159.54,1.89
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,30,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,30,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,30,8,-2089.640810000029,bbm,1582.54,-3772.18,0.12,2547.32,1.43
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,30,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,80,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,80,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,80,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,80,6,-864.7795900000222,bbm,1582.54,-2547.32,0.17,2547.32,1.51
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,120,1,596.2365999999975,mbm,496.24,0.0,1.0,0.0,2.51
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,120,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,120,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,3,0,120,8,-2072.584820000022,bbm,1582.54,-3755.12,0.12,3393.71,1.39
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,30,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,30,2,890.3523700000076,mbm,0.0,-1180.77,0.0,0.0,1.52
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,30,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,30,8,-2562.187180000032,bbm,1847.09,-4509.28,0.12,2929.58,1.4
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,80,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,80,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,80,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,80,6,-982.4857600000256,bbm,1847.09,-2929.58,0.17,2929.58,1.49
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,120,1,-29.60914999999932,mbm,0.0,-129.61,0.0,129.61,1.49
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,120,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,120,8,-2547.284860000025,bbm,1847.09,-4494.38,0.12,3778.12,1.36
0,BITCOIN,0.7,60,80,30,0.0,0.0,0.0,6,0,120,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,30,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,30,2,-206.40350000001,color,1588.07,-1052.98,1.0,1052.98,2.44
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,30,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,30,9,404.723899999982,bbm,3327.71,-3022.99,0.56,2234.12,1.95
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,80,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,80,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,80,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,80,7,203.8837999999876,bbm,2263.42,-2159.54,0.57,2159.54,1.96
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,120,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,120,1,1688.074800000015,mbm,746.57,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,120,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,1,0,120,9,421.06199999998864,bbm,3327.71,-3006.65,0.56,2159.54,1.96
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,30,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,30,1,-457.6495400000085,color,3183.53,0.0,1.0,1053.89,2.43
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,30,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,30,9,-1392.831830000037,bbm,2279.34,-3772.18,0.22,2547.32,1.55
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,80,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,80,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,80,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,80,7,-167.97061000003038,bbm,2279.34,-2547.32,0.29,2547.32,1.65
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,120,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,120,1,3283.5316600000315,mbm,496.24,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,120,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,3,0,120,9,-1375.77584000003,bbm,2279.34,-3755.12,0.22,3393.71,1.51
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,30,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,30,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,30,2,-478.8233000000039,color,790.35,0.0,1.0,864.96,2.44
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,30,9,-1342.4484100000464,bbm,3066.83,-4509.28,0.22,2929.58,1.53
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,80,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,80,1,890.3523700000076,mbm,0.0,0.0,0.0,0.0,1.52
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,80,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,80,7,237.25300999996023,bbm,3066.83,-2929.58,0.29,2929.58,1.64
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,120,1,-29.60914999999932,mbm,0.0,-129.61,0.0,129.61,1.49
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,120,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,120,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,50,0.0,0.0,0.0,6,0,120,9,-1327.5460900000396,bbm,3066.83,-4494.38,0.22,3778.12,1.49
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,30,1,1688.074800000015,mbm,1588.07,0.0,0.5,0.0,2.04
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,30,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,30,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,30,9,404.723899999982,bbm,3327.71,-3022.99,0.56,2234.12,1.95
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,80,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,80,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,80,7,203.8837999999876,bbm,2263.42,-2159.54,0.57,2159.54,1.96
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,80,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,120,1,846.5748999999961,mbm,746.57,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,120,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,120,2,-188.12900000000923,v_ptr,576.83,-864.96,0.5,864.96,1.95
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,1,0,120,9,421.06199999998864,bbm,3327.71,-3006.65,0.56,2159.54,1.96
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,30,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,30,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,30,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,30,9,-1392.831830000037,bbm,2279.34,-3772.18,0.22,2547.32,1.55
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,80,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,80,2,393.2595999999802,color,1158.22,-864.96,1.0,864.96,2.46
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,80,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,80,7,-167.97061000003038,bbm,2279.34,-2547.32,0.29,2547.32,1.65
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,120,1,596.2365999999975,mbm,496.24,0.0,1.0,0.0,2.51
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,120,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,120,9,-1375.77584000003,bbm,2279.34,-3755.12,0.22,3393.71,1.51
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,3,0,120,2,393.2595999999802,v_ptr,1158.22,-864.96,0.5,864.96,1.96
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,30,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,30,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,30,9,-1342.4484100000464,bbm,3066.83,-4509.28,0.22,2929.58,1.53
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,30,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,80,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,80,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,80,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,80,7,237.25300999996023,bbm,3066.83,-2929.58,0.29,2929.58,1.64
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,120,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,120,1,-29.60914999999932,mbm,0.0,-129.61,0.0,129.61,1.49
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,120,9,-1327.5460900000396,bbm,3066.83,-4494.38,0.22,3778.12,1.49
0,BITCOIN,0.7,60,80,90,0.0,0.0,0.0,6,0,120,2,-478.8233000000039,v_ptr,286.13,-864.96,0.5,864.96,1.94
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,30,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,30,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,30,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,30,6,-720.8689000000144,bbm,1917.64,-2738.51,0.5,1949.64,1.88
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,80,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,80,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,80,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,80,5,142.5793999999917,bbm,1917.64,-1875.06,0.6,1875.06,2.0
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,120,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,120,1,846.5748999999961,mbm,746.57,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,120,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,1,0,120,6,-704.5308000000076,bbm,1917.64,-2722.17,0.5,1875.06,1.88
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,30,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,30,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,30,1,-764.9575999999987,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,30,6,-1444.0018900000284,bbm,1582.54,-3126.54,0.17,2263.09,1.51
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,80,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,80,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,80,1,-764.9575999999987,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,80,5,-580.5535900000222,bbm,1582.54,-2263.09,0.2,2263.09,1.56
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,120,1,596.2365999999975,mbm,496.24,0.0,1.0,0.0,2.51
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,120,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,120,6,-1426.9459000000215,bbm,1582.54,-3109.48,0.17,3109.48,1.47
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,3,0,120,1,-764.9575999999987,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,30,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,30,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,30,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,30,6,-1560.9460600000316,bbm,1847.09,-3508.04,0.17,2644.59,1.49
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,80,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,80,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,80,5,-697.4977600000256,bbm,1847.09,-2644.59,0.2,2644.59,1.54
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,80,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,120,1,-29.60914999999932,mbm,0.0,-129.61,0.0,129.61,1.49
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,120,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,120,6,-1546.043740000025,bbm,1847.09,-3493.14,0.17,3493.14,1.45
0,BITCOIN,0.7,60,120,30,0.0,0.0,0.0,6,0,120,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,30,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,30,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,30,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,30,7,-375.08450000001847,bbm,2263.42,-2738.51,0.57,1949.64,1.96
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,80,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,80,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,80,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,80,6,488.3637999999876,bbm,2263.42,-1875.06,0.67,1875.06,2.08
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,120,1,846.5748999999961,mbm,746.57,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,120,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,120,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,1,0,120,7,-358.7464000000117,bbm,2263.42,-2722.17,0.57,1875.06,1.96
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,30,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,30,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,30,1,-764.9575999999987,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,30,7,-747.1929100000365,bbm,2279.34,-3126.54,0.29,2263.09,1.65
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,80,2,-457.6495400000085,mbm,496.24,-1053.89,0.5,1053.89,1.93
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,80,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,80,1,-764.9575999999987,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,80,6,116.25538999996962,bbm,2279.34,-2263.09,0.33,2263.09,1.71
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,120,1,596.2365999999975,mbm,496.24,0.0,1.0,0.0,2.51
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,120,1,3283.5316600000315,color,3183.53,0.0,1.0,0.0,2.58
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,120,1,-764.9575999999987,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,3,0,120,7,-730.1369200000299,bbm,2279.34,-3109.48,0.29,3109.48,1.61
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,30,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,30,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,30,7,-341.2072900000461,bbm,3066.83,-3508.04,0.29,2644.59,1.64
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,30,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,80,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,80,2,-1080.7720700000054,mbm,0.0,-1180.77,0.0,1180.77,1.41
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,80,6,522.2410099999602,bbm,3066.83,-2644.59,0.33,2644.59,1.7
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,80,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,120,1,-29.60914999999932,mbm,0.0,-129.61,0.0,129.61,1.49
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,120,1,890.3523700000076,color,790.35,0.0,1.0,0.0,2.52
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,120,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,50,0.0,0.0,0.0,6,0,120,7,-326.30497000003936,bbm,3066.83,-3493.14,0.29,3493.14,1.6
0,BITCOIN,0.7,60,120,90,0.0,0.0,0.0,1,0,30,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,120,90,0.0,0.0,0.0,1,0,30,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
0,BITCOIN,0.7,60,120,90,0.0,0.0,0.0,1,0,30,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,90,0.0,0.0,0.0,1,0,30,7,-375.08450000001847,bbm,2263.42,-2738.51,0.57,1949.64,1.96
0,BITCOIN,0.7,60,120,90,0.0,0.0,0.0,1,0,80,2,-206.40350000001,mbm,746.57,-1052.98,0.5,1052.98,1.94
0,BITCOIN,0.7,60,120,90,0.0,0.0,0.0,1,0,80,1,1688.074800000015,color,1588.07,0.0,1.0,0.0,2.54
0,BITCOIN,0.7,60,120,90,0.0,0.0,0.0,1,0,80,1,-764.9575999999986,v_ptr,0.0,-864.96,0.0,864.96,1.43
